Episode,Total Reward,Epsilon
2366,101.8,0.010
2367,100.4,0.010
2368,28.49999999999992,0.010
2369,99.7,0.010
2370,101.8,0.010
2371,102.7,0.010
2372,70.8,0.010
2373,75.4,0.010
2374,103.6,0.010
2375,101.8,0.010
2376,101.2,0.010
2377,101.2,0.010
2378,104.2,0.010
2379,101.2,0.010
2380,75.0,0.010
2381,101.8,0.010
2382,102.1,0.010
2383,106.9,0.010
2384,101.8,0.010
2385,77.1,0.010
2386,101.2,0.010
2387,102.1,0.010
2388,102.1,0.010
2389,100.8,0.010
2390,101.8,0.010
2391,99.7,0.010
2392,-10.599999999999982,0.010
2393,-10.79999999999998,0.010
2394,101.2,0.010
2395,101.0,0.010
2396,101.0,0.010
2397,101.5,0.010
2398,99.7,0.010
2399,99.4,0.010
2400,99.7,0.010
2401,103.6,0.010
2402,103.8,0.010
2403,99.4,0.010
2404,101.2,0.010
2405,-10.59999999999998,0.010
2406,101.2,0.010
2407,101.2,0.010
2408,-9.99999999999998,0.010
2409,100.0,0.010
2410,71.0,0.010
2411,-10.999999999999986,0.010
2412,-10.599999999999982,0.010
2413,101.8,0.010
2414,-10.39999999999998,0.010
2415,101.2,0.010
2416,100.6,0.010
2417,-13.599999999999989,0.010
2418,101.5,0.010
2419,101.8,0.010
2420,99.7,0.010
2421,75.0,0.010
2422,105.3,0.010
2423,101.2,0.010
2424,101.2,0.010
2425,104.5,0.010
2426,101.0,0.010
2427,104.2,0.010
2428,63.1,0.010
2429,100.0,0.010
2430,-10.199999999999982,0.010
2431,99.7,0.010
2432,101.2,0.010
2433,101.4,0.010
2434,101.2,0.010
2435,101.4,0.010
2436,104.2,0.010
2437,100.0,0.010
2438,101.8,0.010
2439,101.2,0.010
2440,101.8,0.010
2441,100.6,0.010
2442,102.7,0.010
2443,100.8,0.010
2444,101.8,0.010
2445,101.8,0.010
2446,99.10000000000001,0.010
2447,101.8,0.010
2448,101.8,0.010
2449,101.8,0.010
2450,101.8,0.010
2451,101.2,0.010
2452,-12.799999999999994,0.010
2453,-11.19999999999998,0.010
2454,101.8,0.010
2455,101.8,0.010
2456,101.2,0.010
2457,100.6,0.010
2458,99.7,0.010
2459,102.3,0.010
2460,-10.599999999999982,0.010
2461,92.30000000000001,0.010
2462,101.2,0.010
2463,-11.399999999999983,0.010
2464,101.3,0.010
2465,101.4,0.010
2466,105.1,0.010
2467,101.2,0.010
2468,101.2,0.010
2469,101.5,0.010
2470,103.9,0.010
2471,-10.399999999999979,0.010
2472,-11.199999999999982,0.010
2473,-11.19999999999998,0.010
2474,-10.399999999999983,0.010
2475,101.8,0.010
2476,102.1,0.010
2477,73.3,0.010
2478,-12.999999999999977,0.010
2479,104.2,0.010
2480,101.8,0.010
2481,164.9,0.010
2482,101.5,0.010
2483,101.4,0.010
2484,101.2,0.010
2485,101.8,0.010
2486,100.6,0.010
2487,101.8,0.010
2488,75.4,0.010
2489,-10.399999999999979,0.010
2490,103.2,0.010
2491,101.2,0.010
2492,99.7,0.010
2493,-10.999999999999982,0.010
2494,101.4,0.010
2495,101.4,0.010
2496,101.8,0.010
2497,101.8,0.010
2498,102.1,0.010
2499,102.1,0.010
2500,102.1,0.010
2501,100.6,0.010
2502,101.2,0.010
2503,-11.39999999999998,0.010
2504,104.2,0.010
2505,101.2,0.010
2506,101.5,0.010
2507,101.2,0.010
2508,104.2,0.010
2509,-10.39999999999998,0.010
2510,101.2,0.010
2511,173.1,0.010
2512,100.6,0.010
2513,101.5,0.010
2514,101.8,0.010
2515,-10.199999999999982,0.010
2516,99.7,0.010
2517,101.8,0.010
2518,101.2,0.010
2519,104.0,0.010
2520,102.7,0.010
2521,101.2,0.010
2522,101.2,0.010
2523,99.0,0.010
2524,100.0,0.010
2525,73.3,0.010
2526,-10.199999999999982,0.010
2527,99.7,0.010
2528,99.7,0.010
2529,105.3,0.010
2530,101.2,0.010
2531,101.2,0.010
2532,28.699999999999992,0.010
2533,101.8,0.010
2534,175.1,0.010
2535,101.8,0.010
2536,-0.39999999999998836,0.010
2537,101.2,0.010
2538,-10.39999999999998,0.010
2539,102.7,0.010
2540,99.4,0.010
2541,101.8,0.010
2542,-10.59999999999998,0.010
2543,101.8,0.010
2544,75.0,0.010
2545,102.1,0.010
2546,101.2,0.010
2547,101.2,0.010
2548,101.8,0.010
2549,101.8,0.010
2550,101.8,0.010
2551,102.1,0.010
2552,101.8,0.010
2553,100.6,0.010
2554,102.7,0.010
2555,101.2,0.010
2556,101.8,0.010
2557,-10.799999999999981,0.010
2558,101.2,0.010
2559,-11.199999999999987,0.010
2560,101.2,0.010
2561,101.8,0.010
2562,-10.39999999999998,0.010
2563,101.8,0.010
2564,75.0,0.010
2565,105.7,0.010
2566,101.2,0.010
2567,102.1,0.010
2568,-10.799999999999981,0.010
2569,101.2,0.010
2570,103.0,0.010
2571,100.9,0.010
2572,103.6,0.010
2573,-10.399999999999983,0.010
2574,-10.999999999999982,0.010
2575,38.29999999999994,0.010
2576,105.7,0.010
2577,102.9,0.010
2578,102.7,0.010
2579,-10.199999999999982,0.010
2580,101.4,0.010
2581,101.8,0.010
2582,41.199999999999946,0.010
2583,101.8,0.010
2584,103.2,0.010
2585,102.3,0.010
2586,101.8,0.010
2587,101.2,0.010
2588,101.8,0.010
2589,101.8,0.010
2590,101.8,0.010
2591,101.2,0.010
2592,104.2,0.010
2593,99.7,0.010
2594,99.7,0.010
2595,99.7,0.010
2596,-10.799999999999981,0.010
2597,101.2,0.010
2598,101.2,0.010
2599,101.8,0.010
2600,101.8,0.010
2601,101.2,0.010
2602,104.2,0.010
2603,77.4,0.010
2604,99.7,0.010
2605,-13.399999999999986,0.010
2606,101.8,0.010
2607,103.2,0.010
2608,100.6,0.010
2609,101.8,0.010
2610,101.2,0.010
2611,-11.399999999999983,0.010
2612,71.0,0.010
2613,102.7,0.010
2614,69.7,0.010
2615,101.8,0.010
2616,75.0,0.010
2617,100.6,0.010
2618,101.2,0.010
2619,101.8,0.010
2620,101.8,0.010
2621,101.8,0.010
2622,105.1,0.010
2623,175.1,0.010
2624,103.9,0.010
2625,100.0,0.010
2626,-12.199999999999983,0.010
2627,99.7,0.010
2628,1.3000000000000174,0.010
2629,101.8,0.010
2630,100.6,0.010
2631,100.3,0.010
2632,102.7,0.010
2633,100.6,0.010
2634,101.8,0.010
2635,100.6,0.010
2636,101.7,0.010
2637,175.1,0.010
2638,102.4,0.010
2639,101.8,0.010
2640,101.4,0.010
2641,75.0,0.010
2642,106.4,0.010
2643,100.9,0.010
2644,104.2,0.010
2645,101.8,0.010
2646,-10.799999999999981,0.010
2647,75.0,0.010
2648,103.4,0.010
2649,101.2,0.010
2650,-6.299999999999995,0.010
2651,101.2,0.010
2652,101.2,0.010
2653,69.3,0.010
2654,101.8,0.010
2655,101.2,0.010
2656,100.8,0.010
2657,102.1,0.010
2658,101.2,0.010
2659,101.8,0.010
2660,102.7,0.010
2661,101.2,0.010
2662,101.8,0.010
2663,101.8,0.010
2664,99.7,0.010
2665,102.8,0.010
2666,101.2,0.010
2667,-16.800000000000015,0.010
2668,101.2,0.010
2669,-10.799999999999983,0.010
2670,100.6,0.010
2671,101.2,0.010
2672,73.10000000000001,0.010
2673,102.7,0.010
2674,166.9,0.010
2675,-10.39999999999998,0.010
2676,-10.799999999999981,0.010
2677,99.2,0.010
2678,101.0,0.010
2679,101.2,0.010
2680,73.10000000000001,0.010
2681,101.2,0.010
2682,104.0,0.010
2683,102.3,0.010
2684,99.9,0.010
2685,101.8,0.010
2686,104.2,0.010
2687,101.2,0.010
2688,100.8,0.010
2689,102.6,0.010
2690,-11.599999999999984,0.010
2691,102.7,0.010
2692,99.7,0.010
2693,45.69999999999998,0.010
2694,101.2,0.010
2695,99.7,0.010
2696,104.3,0.010
2697,102.1,0.010
2698,100.2,0.010
2699,-10.199999999999982,0.010
2700,99.7,0.010
2701,104.2,0.010
2702,100.6,0.010
2703,101.8,0.010
2704,-10.39999999999998,0.010
2705,-2.199999999999989,0.010
2706,104.2,0.010
2707,104.0,0.010
2708,-10.399999999999983,0.010
2709,101.2,0.010
2710,101.8,0.010
2711,101.2,0.010
2712,101.8,0.010
2713,102.8,0.010
2714,99.7,0.010
2715,103.9,0.010
2716,102.1,0.010
2717,101.8,0.010
2718,101.2,0.010
2719,102.7,0.010
2720,101.8,0.010
2721,-10.39999999999998,0.010
2722,101.2,0.010
2723,101.8,0.010
2724,101.8,0.010
2725,101.2,0.010
2726,101.8,0.010
2727,102.3,0.010
2728,105.7,0.010
2729,101.7,0.010
2730,101.2,0.010
2731,99.7,0.010
2732,101.2,0.010
2733,101.7,0.010
2734,101.2,0.010
2735,101.8,0.010
2736,102.7,0.010
2737,101.4,0.010
2738,175.1,0.010
2739,101.2,0.010
2740,101.8,0.010
2741,101.8,0.010
2742,101.2,0.010
2743,101.2,0.010
2744,104.1,0.010
2745,103.4,0.010
2746,102.1,0.010
2747,101.2,0.010
2748,101.2,0.010
2749,102.0,0.010
2750,101.2,0.010
2751,99.8,0.010
2752,105.3,0.010
2753,101.2,0.010
2754,-10.199999999999982,0.010
2755,101.8,0.010
2756,102.1,0.010
2757,75.0,0.010
2758,101.8,0.010
2759,-11.799999999999988,0.010
2760,73.3,0.010
2761,102.3,0.010
2762,102.1,0.010
2763,101.8,0.010
2764,-11.399999999999986,0.010
2765,-10.199999999999982,0.010
2766,101.2,0.010
2767,101.2,0.010
2768,100.6,0.010
2769,102.9,0.010
2770,-10.39999999999998,0.010
2771,-10.39999999999998,0.010
2772,100.30000000000001,0.010
2773,-10.599999999999982,0.010
2774,101.2,0.010
2775,101.8,0.010
2776,101.2,0.010
2777,103.8,0.010
2778,99.7,0.010
2779,99.7,0.010
2780,101.8,0.010
2781,102.9,0.010
2782,75.90000000000005,0.010
2783,101.2,0.010
2784,101.2,0.010
2785,103.6,0.010
2786,-10.39999999999998,0.010
2787,101.4,0.010
2788,103.8,0.010
2789,-10.599999999999982,0.010
2790,101.4,0.010
2791,101.8,0.010
2792,100.6,0.010
2793,101.8,0.010
2794,102.1,0.010
2795,103.2,0.010
2796,101.8,0.010
2797,101.8,0.010
2798,102.1,0.010
2799,101.2,0.010
2800,101.8,0.010
2801,101.2,0.010
2802,103.5,0.010
2803,100.9,0.010
2804,54.89999999999999,0.010
2805,102.4,0.010
2806,101.8,0.010
2807,101.2,0.010
2808,175.1,0.010
2809,101.2,0.010
2810,101.8,0.010
2811,101.8,0.010
2812,99.7,0.010
2813,100.6,0.010
2814,101.2,0.010
2815,101.2,0.010
2816,101.8,0.010
2817,104.2,0.010
2818,103.9,0.010
2819,103.8,0.010
2820,101.2,0.010
2821,101.8,0.010
2822,100.6,0.010
2823,171.0,0.010
2824,99.7,0.010
2825,99.7,0.010
2826,71.00000000000001,0.010
2827,101.2,0.010
2828,99.7,0.010
2829,101.8,0.010
2830,171.1,0.010
2831,-0.39999999999998703,0.010
2832,-11.799999999999983,0.010
2833,99.5,0.010
2834,-10.199999999999982,0.010
2835,102.1,0.010
2836,-8.099999999999982,0.010
2837,101.8,0.010
2838,101.0,0.010
2839,100.3,0.010
2840,102.1,0.010
2841,97.2,0.010
2842,104.0,0.010
2843,-10.79999999999998,0.010
2844,101.0,0.010
2845,100.9,0.010
2846,-10.39999999999998,0.010
2847,102.9,0.010
2848,101.8,0.010
2849,101.2,0.010
2850,99.7,0.010
2851,101.2,0.010
2852,-10.999999999999982,0.010
2853,101.2,0.010
2854,101.8,0.010
2855,100.6,0.010
2856,103.0,0.010
2857,102.1,0.010
2858,101.4,0.010
2859,106.9,0.010
2860,102.7,0.010
2861,103.1,0.010
2862,103.0,0.010
2863,100.0,0.010
2864,101.5,0.010
2865,101.8,0.010
2866,102.4,0.010
2867,102.1,0.010
2868,102.3,0.010
2869,99.7,0.010
2870,101.8,0.010
2871,100.8,0.010
2872,102.1,0.010
2873,100.5,0.010
2874,101.2,0.010
2875,104.2,0.010
2876,102.1,0.010
2877,102.7,0.010
2878,-11.79999999999998,0.010
2879,-10.19999999999998,0.010
2880,100.3,0.010
2881,101.2,0.010
2882,100.6,0.010
2883,-11.399999999999984,0.010
2884,101.2,0.010
2885,99.7,0.010
2886,101.8,0.010
2887,101.2,0.010
2888,101.8,0.010
2889,101.2,0.010
2890,101.8,0.010
2891,99.7,0.010
2892,101.2,0.010
2893,104.2,0.010
2894,101.5,0.010
2895,101.8,0.010
2896,101.2,0.010
2897,101.2,0.010
2898,101.2,0.010
2899,100.0,0.010
2900,-10.59999999999998,0.010
2901,101.8,0.010
2902,101.8,0.010
2903,164.9,0.010
2904,101.4,0.010
2905,-18.400000000000045,0.010
2906,102.7,0.010
2907,-10.39999999999998,0.010
2908,-13.399999999999988,0.010
2909,-10.39999999999998,0.010
2910,89.4,0.010
2911,100.6,0.010
2912,99.4,0.010
2913,101.4,0.010
2914,101.8,0.010
2915,-9.699999999999983,0.010
2916,101.2,0.010
2917,102.7,0.010
2918,100.0,0.010
2919,102.9,0.010
2920,-10.39999999999998,0.010
2921,100.0,0.010
2922,101.2,0.010
2923,101.2,0.010
2924,102.9,0.010
2925,101.2,0.010
2926,99.7,0.010
2927,101.2,0.010
2928,101.8,0.010
2929,100.6,0.010
2930,105.2,0.010
2931,52.499999999999915,0.010
2932,-10.599999999999982,0.010
2933,-10.399999999999983,0.010
2934,101.8,0.010
2935,101.8,0.010
2936,101.8,0.010
2937,101.2,0.010
2938,103.8,0.010
2939,99.9,0.010
2940,-14.59999999999998,0.010
2941,-10.799999999999981,0.010
2942,101.8,0.010
2943,101.2,0.010
2944,-10.599999999999982,0.010
2945,101.8,0.010
2946,101.8,0.010
2947,101.8,0.010
2948,101.8,0.010
2949,100.6,0.010
2950,101.2,0.010
2951,102.1,0.010
2952,-12.799999999999981,0.010
2953,104.2,0.010
2954,101.8,0.010
2955,101.8,0.010
2956,101.2,0.010
2957,103.8,0.010
2958,101.2,0.010
2959,163.5,0.010
2960,101.2,0.010
2961,101.8,0.010
2962,101.4,0.010
2963,100.6,0.010
2964,101.8,0.010
2965,101.2,0.010
2966,101.8,0.010
2967,104.7,0.010
2968,100.8,0.010
2969,101.2,0.010
2970,98.9,0.010
2971,101.8,0.010
2972,-10.599999999999982,0.010
2973,102.4,0.010
2974,-10.399999999999979,0.010
2975,99.7,0.010
2976,100.6,0.010
2977,101.8,0.010
2978,100.6,0.010
2979,6.400000000000013,0.010
2980,-10.19999999999998,0.010
2981,101.8,0.010
2982,-10.599999999999984,0.010
2983,101.2,0.010
2984,-9.499999999999984,0.010
2985,101.8,0.010
2986,-10.999999999999982,0.010
2987,101.2,0.010
2988,73.3,0.010
2989,102.7,0.010
2990,101.8,0.010
2991,101.2,0.010
2992,100.3,0.010
2993,101.8,0.010
2994,101.2,0.010
2995,101.2,0.010
2996,100.6,0.010
2997,100.6,0.010
2998,101.2,0.010
2999,75.0,0.010
3000,104.2,0.010
3001,-12.399999999999979,0.010
3002,167.0,0.010
3003,-11.39999999999998,0.010
3004,102.7,0.010
3005,-9.99999999999998,0.010
3006,102.1,0.010
3007,102.7,0.010
3008,101.2,0.010
3009,101.2,0.010
3010,101.4,0.010
3011,-11.199999999999985,0.010
3012,101.8,0.010
3013,101.8,0.010
3014,102.2,0.010
3015,101.2,0.010
3016,101.2,0.010
3017,101.2,0.010
3018,101.2,0.010
3019,101.0,0.010
3020,99.0,0.010
3021,103.7,0.010
3022,101.8,0.010
3023,-11.999999999999988,0.010
3024,100.2,0.010
3025,68.49999999999999,0.010
3026,101.8,0.010
3027,104.2,0.010
3028,-10.599999999999982,0.010
3029,171.1,0.010
3030,-9.99999999999998,0.010
3031,101.8,0.010
3032,99.7,0.010
3033,101.2,0.010
3034,101.2,0.010
3035,103.2,0.010
3036,101.4,0.010
3037,-10.399999999999979,0.010
3038,101.8,0.010
3039,99.2,0.010
3040,99.7,0.010
3041,99.4,0.010
3042,104.2,0.010
3043,71.00000000000001,0.010
3044,101.0,0.010
3045,101.2,0.010
3046,99.7,0.010
3047,100.3,0.010
3048,99.7,0.010
3049,99.7,0.010
3050,-10.39999999999998,0.010
3051,99.8,0.010
3052,101.2,0.010
3053,101.8,0.010
3054,55.9,0.010
3055,101.8,0.010
3056,101.0,0.010
3057,99.7,0.010
3058,100.0,0.010
3059,-10.999999999999982,0.010
3060,102.1,0.010
3061,8.500000000000025,0.010
3062,-10.59999999999998,0.010
3063,101.2,0.010
3064,99.7,0.010
3065,103.9,0.010
3066,101.2,0.010
3067,100.6,0.010
3068,100.8,0.010
3069,100.9,0.010
3070,102.8,0.010
3071,-8.499999999999986,0.010
3072,102.1,0.010
3073,101.2,0.010
3074,-10.39999999999998,0.010
3075,99.6,0.010
3076,104.2,0.010
3077,36.79999999999992,0.010
3078,100.0,0.010
3079,105.4,0.010
3080,-10.79999999999998,0.010
3081,101.8,0.010
3082,99.7,0.010
3083,99.7,0.010
3084,101.8,0.010
3085,101.2,0.010
3086,-10.199999999999982,0.010
3087,-11.399999999999979,0.010
3088,102.1,0.010
3089,106.8,0.010
3090,101.8,0.010
3091,101.8,0.010
3092,101.7,0.010
3093,101.2,0.010
3094,101.8,0.010
3095,103.8,0.010
3096,101.8,0.010
3097,101.2,0.010
3098,99.7,0.010
3099,102.1,0.010
3100,101.2,0.010
3101,101.8,0.010
3102,100.0,0.010
3103,100.6,0.010
3104,-10.599999999999982,0.010
3105,-10.39999999999998,0.010
3106,168.99999999999997,0.010
3107,102.2,0.010
3108,100.1,0.010
3109,105.7,0.010
3110,101.8,0.010
3111,104.2,0.010
3112,104.2,0.010
3113,100.6,0.010
3114,101.8,0.010
3115,-16.199999999999978,0.010
3116,-10.399999999999979,0.010
3117,101.2,0.010
3118,101.8,0.010
3119,100.6,0.010
3120,95.8,0.010
3121,101.2,0.010
3122,-10.39999999999998,0.010
3123,71.4,0.010
3124,-10.39999999999998,0.010
3125,100.0,0.010
3126,100.6,0.010
3127,-10.39999999999998,0.010
3128,102.9,0.010
3129,101.2,0.010
3130,-10.599999999999982,0.010
3131,101.2,0.010
3132,41.09999999999998,0.010
3133,101.2,0.010
3134,99.7,0.010
3135,101.7,0.010
3136,101.8,0.010
3137,-10.59999999999998,0.010
3138,101.2,0.010
3139,-10.59999999999998,0.010
3140,101.4,0.010
3141,101.2,0.010
3142,-10.39999999999998,0.010
3143,101.8,0.010
3144,99.7,0.010
3145,102.7,0.010
3146,102.3,0.010
3147,101.8,0.010
3148,100.6,0.010
3149,101.8,0.010
3150,-10.799999999999981,0.010
3151,101.8,0.010
3152,102.7,0.010
3153,-10.59999999999998,0.010
3154,101.8,0.010
3155,101.2,0.010
3156,-11.599999999999982,0.010
3157,169.1,0.010
3158,99.7,0.010
3159,99.7,0.010
3160,101.2,0.010
3161,100.8,0.010
3162,-11.199999999999982,0.010
3163,75.2,0.010
3164,101.4,0.010
3165,-13.599999999999987,0.010
3166,-12.99999999999998,0.010
3167,102.7,0.010
3168,101.5,0.010
3169,103.2,0.010
3170,103.1,0.010
3171,99.7,0.010
3172,101.2,0.010
3173,2.300000000000013,0.010
3174,100.0,0.010
3175,102.1,0.010
3176,101.8,0.010
3177,101.7,0.010
3178,105.2,0.010
3179,103.8,0.010
3180,101.8,0.010
3181,101.8,0.010
3182,101.2,0.010
3183,107.5,0.010
3184,101.2,0.010
3185,-10.19999999999998,0.010
3186,101.8,0.010
3187,101.5,0.010
3188,101.2,0.010
3189,101.2,0.010
3190,101.8,0.010
3191,101.8,0.010
3192,103.0,0.010
3193,104.2,0.010
3194,101.8,0.010
3195,101.8,0.010
3196,101.8,0.010
3197,104.2,0.010
3198,-15.000000000000005,0.010
3199,167.0,0.010
3200,104.7,0.010
3201,103.8,0.010
3202,100.8,0.010
3203,100.9,0.010
3204,101.2,0.010
3205,100.0,0.010
3206,101.8,0.010
3207,49.3,0.010
3208,101.2,0.010
3209,101.2,0.010
3210,99.7,0.010
3211,102.7,0.010
3212,72.9,0.010
3213,101.2,0.010
3214,-22.20000000000004,0.010
3215,101.2,0.010
3216,-10.399999999999979,0.010
3217,101.0,0.010
3218,101.8,0.010
3219,101.2,0.010
3220,101.8,0.010
3221,101.2,0.010
3222,101.2,0.010
3223,-10.39999999999998,0.010
3224,72.9,0.010
3225,101.5,0.010
3226,99.4,0.010
3227,169.0,0.010
3228,99.7,0.010
3229,100.0,0.010
3230,-10.599999999999982,0.010
3231,101.2,0.010
3232,101.2,0.010
3233,-10.39999999999998,0.010
3234,-2.400000000000002,0.010
3235,101.2,0.010
3236,101.8,0.010
3237,-10.19999999999998,0.010
3238,-11.999999999999977,0.010
3239,101.4,0.010
3240,101.2,0.010
3241,101.5,0.010
3242,169.0,0.010
3243,101.2,0.010
3244,102.1,0.010
3245,101.2,0.010
3246,99.7,0.010
3247,-10.199999999999982,0.010
3248,101.8,0.010
3249,104.0,0.010
3250,102.7,0.010
3251,101.2,0.010
3252,101.4,0.010
3253,101.2,0.010
3254,99.4,0.010
3255,-9.99999999999998,0.010
3256,101.8,0.010
3257,100.6,0.010
3258,99.7,0.010
3259,-10.399999999999983,0.010
3260,100.0,0.010
3261,101.8,0.010
3262,100.6,0.010
3263,103.8,0.010
3264,-10.59999999999998,0.010
3265,101.2,0.010
3266,100.0,0.010
3267,101.2,0.010
3268,100.6,0.010
3269,101.8,0.010
3270,101.2,0.010
3271,101.2,0.010
3272,99.9,0.010
3273,102.7,0.010
3274,103.6,0.010
3275,175.1,0.010
3276,101.8,0.010
3277,101.2,0.010
3278,102.7,0.010
3279,101.2,0.010
3280,101.8,0.010
3281,100.6,0.010
3282,103.8,0.010
3283,101.8,0.010
3284,101.2,0.010
3285,101.8,0.010
3286,101.2,0.010
3287,-10.399999999999983,0.010
3288,68.9,0.010
3289,103.3,0.010
3290,100.0,0.010
3291,101.4,0.010
3292,105.4,0.010
3293,101.8,0.010
3294,100.6,0.010
3295,99.7,0.010
3296,100.6,0.010
3297,100.8,0.010
3298,101.8,0.010
3299,100.6,0.010
3300,102.1,0.010
3301,101.8,0.010
3302,101.2,0.010
3303,101.8,0.010
3304,101.2,0.010
3305,101.2,0.010
3306,101.8,0.010
3307,99.7,0.010
3308,101.2,0.010
3309,173.1,0.010
3310,101.8,0.010
3311,101.2,0.010
3312,101.8,0.010
3313,-11.399999999999983,0.010
3314,169.0,0.010
3315,68.20000000000003,0.010
3316,-9.99999999999998,0.010
3317,102.7,0.010
3318,73.10000000000001,0.010
3319,101.8,0.010
3320,100.8,0.010
3321,100.8,0.010
3322,103.8,0.010
3323,102.3,0.010
3324,101.2,0.010
3325,100.3,0.010
3326,100.0,0.010
3327,103.0,0.010
3328,175.1,0.010
3329,100.3,0.010
3330,100.3,0.010
3331,73.3,0.010
3332,75.0,0.010
3333,-10.999999999999982,0.010
3334,101.8,0.010
3335,75.2,0.010
3336,100.6,0.010
3337,102.1,0.010
3338,103.6,0.010
3339,99.7,0.010
3340,-10.19999999999998,0.010
3341,99.7,0.010
3342,100.6,0.010
3343,101.8,0.010
3344,101.8,0.010
3345,101.8,0.010
3346,175.1,0.010
3347,102.3,0.010
3348,101.8,0.010
3349,-11.19999999999998,0.010
3350,101.8,0.010
3351,101.2,0.010
3352,101.2,0.010
3353,-11.999999999999984,0.010
3354,-10.999999999999982,0.010
3355,101.4,0.010
3356,101.2,0.010
3357,101.8,0.010
3358,101.8,0.010
3359,102.3,0.010
3360,101.2,0.010
3361,101.2,0.010
3362,102.1,0.010
3363,102.4,0.010
3364,101.8,0.010
3365,103.3,0.010
3366,102.1,0.010
3367,101.8,0.010
3368,101.4,0.010
3369,100.5,0.010
3370,-10.199999999999982,0.010
3371,105.7,0.010
3372,101.2,0.010
3373,103.0,0.010
3374,101.8,0.010
3375,101.2,0.010
3376,100.0,0.010
3377,106.4,0.010
3378,99.7,0.010
3379,101.2,0.010
3380,-10.399999999999983,0.010
3381,71.0,0.010
3382,-10.599999999999982,0.010
3383,-10.99999999999998,0.010
3384,100.6,0.010
3385,101.2,0.010
3386,100.2,0.010
3387,99.7,0.010
3388,-10.599999999999982,0.010
3389,100.6,0.010
3390,99.7,0.010
3391,102.2,0.010
3392,101.2,0.010
3393,100.3,0.010
3394,101.4,0.010
3395,29.999999999999936,0.010
3396,101.8,0.010
3397,-10.59999999999998,0.010
3398,101.8,0.010
3399,96.7,0.010
3400,102.7,0.010
3401,99.7,0.010
3402,101.8,0.010
3403,99.7,0.010
3404,104.2,0.010
3405,101.8,0.010
3406,-10.39999999999998,0.010
3407,101.2,0.010
3408,101.8,0.010
3409,101.2,0.010
3410,101.8,0.010
3411,106.9,0.010
3412,101.2,0.010
3413,101.7,0.010
3414,100.6,0.010
3415,72.9,0.010
3416,102.7,0.010
3417,73.3,0.010
3418,101.8,0.010
3419,99.8,0.010
3420,101.8,0.010
3421,101.8,0.010
3422,101.8,0.010
3423,101.2,0.010
3424,101.2,0.010
3425,101.8,0.010
3426,102.0,0.010
3427,129.4,0.010
3428,103.8,0.010
3429,101.2,0.010
3430,101.2,0.010
3431,102.3,0.010
3432,101.2,0.010
3433,101.2,0.010
3434,175.1,0.010
3435,100.6,0.010
3436,102.1,0.010
3437,101.2,0.010
3438,101.8,0.010
3439,102.8,0.010
3440,100.3,0.010
3441,-11.999999999999984,0.010
3442,101.8,0.010
3443,-10.39999999999998,0.010
3444,104.2,0.010
3445,102.7,0.010
3446,101.5,0.010
3447,104.2,0.010
3448,100.8,0.010
3449,-10.399999999999983,0.010
3450,-8.799999999999995,0.010
3451,100.0,0.010
3452,-10.099999999999989,0.010
3453,101.2,0.010
3454,101.2,0.010
3455,101.2,0.010
3456,101.8,0.010
3457,99.7,0.010
3458,101.2,0.010
3459,99.2,0.010
3460,95.4,0.010
3461,103.4,0.010
3462,100.6,0.010
3463,101.2,0.010
3464,101.2,0.010
3465,-11.199999999999978,0.010
3466,-10.199999999999982,0.010
3467,21.899999999999913,0.010
3468,101.2,0.010
3469,102.9,0.010
3470,101.2,0.010
3471,102.7,0.010
3472,101.2,0.010
3473,102.1,0.010
3474,101.8,0.010
3475,171.0,0.010
3476,99.7,0.010
3477,-8.099999999999989,0.010
3478,100.2,0.010
3479,102.1,0.010
3480,101.2,0.010
3481,101.8,0.010
3482,101.8,0.010
3483,-10.39999999999998,0.010
3484,100.0,0.010
3485,9.60000000000001,0.010
3486,-9.99999999999998,0.010
3487,102.1,0.010
3488,99.7,0.010
3489,103.6,0.010
3490,101.2,0.010
3491,101.2,0.010
3492,101.8,0.010
3493,101.8,0.010
3494,101.4,0.010
3495,48.09999999999995,0.010
3496,102.7,0.010
3497,101.2,0.010
3498,169.20000000000002,0.010
3499,101.8,0.010
3500,101.2,0.010
3501,100.0,0.010
3502,103.4,0.010
3503,-10.799999999999981,0.010
3504,99.4,0.010
3505,102.9,0.010
3506,104.4,0.010
3507,101.8,0.010
3508,101.8,0.010
3509,102.7,0.010
3510,101.8,0.010
3511,-10.799999999999981,0.010
3512,102.1,0.010
3513,101.4,0.010
3514,170.99999999999997,0.010
3515,100.2,0.010
3516,101.2,0.010
3517,-10.599999999999982,0.010
3518,-10.99999999999998,0.010
3519,169.0,0.010
3520,102.7,0.010
3521,-10.19999999999998,0.010
3522,100.6,0.010
3523,100.2,0.010
3524,-12.199999999999982,0.010
3525,102.7,0.010
3526,102.7,0.010
3527,21.699999999999996,0.010
3528,101.2,0.010
3529,101.7,0.010
3530,101.8,0.010
3531,99.7,0.010
3532,-11.19999999999998,0.010
3533,-10.799999999999981,0.010
3534,169.0,0.010
3535,101.5,0.010
3536,-10.799999999999981,0.010
3537,102.9,0.010
3538,101.5,0.010
3539,104.2,0.010
3540,171.0,0.010
3541,102.7,0.010
3542,-12.799999999999986,0.010
3543,100.6,0.010
3544,-10.39999999999998,0.010
3545,101.2,0.010
3546,101.8,0.010
