Episode,Total Reward,Epsilon
1189,101.2,0.010
1190,-10.99999999999998,0.010
1191,101.8,0.010
1192,104.2,0.010
1193,101.2,0.010
1194,101.8,0.010
1195,-10.39999999999998,0.010
1196,102.1,0.010
1197,100.6,0.010
1198,25.700000000000003,0.010
1199,101.5,0.010
1200,103.8,0.010
1201,101.2,0.010
1202,101.8,0.010
1203,101.8,0.010
1204,104.2,0.010
1205,101.0,0.010
1206,1.9000000000000137,0.010
1207,73.10000000000001,0.010
1208,101.2,0.010
1209,99.7,0.010
1210,100.4,0.010
1211,101.2,0.010
1212,99.7,0.010
1213,69.10000000000001,0.010
1214,101.2,0.010
1215,99.7,0.010
1216,101.8,0.010
1217,101.8,0.010
1218,76.9,0.010
1219,101.2,0.010
1220,-11.599999999999982,0.010
1221,101.8,0.010
1222,102.7,0.010
1223,104.2,0.010
1224,106.2,0.010
1225,100.2,0.010
1226,101.8,0.010
1227,99.2,0.010
1228,104.1,0.010
1229,-10.39999999999998,0.010
1230,102.1,0.010
1231,101.2,0.010
1232,101.8,0.010
1233,101.2,0.010
1234,-10.19999999999998,0.010
1235,-11.199999999999982,0.010
1236,101.2,0.010
1237,-10.199999999999982,0.010
1238,-10.999999999999979,0.010
1239,-10.59999999999998,0.010
1240,-13.39999999999998,0.010
1241,101.2,0.010
1242,102.7,0.010
1243,101.8,0.010
1244,-10.19999999999998,0.010
1245,101.8,0.010
1246,-11.399999999999983,0.010
1247,99.7,0.010
1248,101.2,0.010
1249,-10.79999999999998,0.010
1250,100.0,0.010
1251,100.2,0.010
1252,100.6,0.010
1253,100.0,0.010
1254,99.7,0.010
1255,102.1,0.010
1256,103.6,0.010
1257,99.7,0.010
1258,101.2,0.010
1259,-13.199999999999983,0.010
1260,99.7,0.010
1261,101.4,0.010
1262,100.3,0.010
1263,101.2,0.010
1264,101.2,0.010
1265,100.6,0.010
1266,101.0,0.010
1267,100.6,0.010
1268,-10.599999999999984,0.010
1269,101.2,0.010
1270,99.7,0.010
1271,-10.399999999999983,0.010
1272,99.7,0.010
1273,103.0,0.010
1274,103.8,0.010
1275,99.7,0.010
1276,-10.799999999999981,0.010
1277,102.1,0.010
1278,101.8,0.010
1279,101.2,0.010
1280,101.8,0.010
1281,99.7,0.010
1282,101.8,0.010
1283,100.9,0.010
1284,-13.199999999999983,0.010
1285,101.4,0.010
1286,100.6,0.010
1287,-10.39999999999998,0.010
1288,101.2,0.010
1289,100.0,0.010
1290,101.8,0.010
1291,101.2,0.010
1292,-12.199999999999982,0.010
1293,-10.99999999999998,0.010
1294,171.1,0.010
1295,101.2,0.010
1296,101.2,0.010
1297,2.600000000000022,0.010
1298,101.2,0.010
1299,100.6,0.010
1300,-11.399999999999979,0.010
1301,-10.599999999999982,0.010
1302,101.2,0.010
1303,101.2,0.010
1304,102.7,0.010
1305,101.2,0.010
1306,101.2,0.010
1307,101.2,0.010
1308,101.2,0.010
1309,101.2,0.010
1310,100.9,0.010
1311,102.3,0.010
1312,103.6,0.010
1313,101.2,0.010
1314,100.0,0.010
1315,100.6,0.010
1316,-10.99999999999998,0.010
1317,101.8,0.010
1318,101.8,0.010
1319,101.9,0.010
1320,104.2,0.010
1321,102.7,0.010
1322,104.2,0.010
1323,101.2,0.010
1324,101.2,0.010
1325,99.7,0.010
1326,101.4,0.010
1327,101.4,0.010
1328,103.3,0.010
1329,100.2,0.010
1330,100.6,0.010
1331,100.6,0.010
1332,101.2,0.010
1333,101.8,0.010
1334,101.8,0.010
1335,73.10000000000001,0.010
1336,102.1,0.010
1337,101.2,0.010
1338,101.4,0.010
1339,-10.39999999999998,0.010
1340,100.5,0.010
1341,-10.39999999999998,0.010
1342,101.8,0.010
1343,99.7,0.010
1344,-10.19999999999998,0.010
1345,102.7,0.010
1346,101.2,0.010
1347,-10.999999999999979,0.010
1348,99.7,0.010
1349,-12.399999999999977,0.010
1350,101.8,0.010
1351,101.8,0.010
1352,-10.59999999999998,0.010
1353,102.7,0.010
1354,-11.39999999999998,0.010
1355,101.8,0.010
1356,101.2,0.010
1357,101.5,0.010
1358,101.4,0.010
1359,101.2,0.010
1360,103.6,0.010
1361,101.2,0.010
1362,72.9,0.010
1363,104.2,0.010
1364,100.0,0.010
1365,-12.599999999999989,0.010
1366,101.4,0.010
1367,-10.599999999999982,0.010
1368,102.8,0.010
1369,102.1,0.010
1370,101.2,0.010
1371,100.0,0.010
1372,101.4,0.010
1373,101.2,0.010
1374,100.8,0.010
1375,-9.99999999999998,0.010
1376,-10.199999999999982,0.010
1377,101.2,0.010
1378,101.8,0.010
1379,-11.399999999999983,0.010
1380,-11.799999999999983,0.010
1381,102.7,0.010
1382,101.0,0.010
1383,101.4,0.010
1384,101.8,0.010
1385,105.7,0.010
1386,104.2,0.010
1387,104.0,0.010
1388,102.7,0.010
1389,101.4,0.010
1390,106.4,0.010
1391,103.8,0.010
1392,100.1,0.010
1393,101.2,0.010
1394,-12.199999999999983,0.010
1395,101.2,0.010
1396,-10.799999999999983,0.010
1397,-10.599999999999982,0.010
1398,101.8,0.010
1399,101.8,0.010
1400,99.7,0.010
1401,101.5,0.010
1402,103.9,0.010
1403,101.8,0.010
1404,104.1,0.010
1405,165.10000000000002,0.010
1406,99.7,0.010
1407,102.6,0.010
1408,101.2,0.010
1409,98.6,0.010
1410,99.7,0.010
1411,101.2,0.010
1412,-9.99999999999998,0.010
1413,91.0,0.010
1414,101.4,0.010
1415,99.7,0.010
1416,101.8,0.010
1417,101.2,0.010
1418,104.1,0.010
1419,101.2,0.010
1420,101.2,0.010
1421,-10.199999999999982,0.010
1422,99.7,0.010
1423,100.6,0.010
1424,101.8,0.010
1425,102.1,0.010
1426,103.1,0.010
1427,100.6,0.010
1428,104.1,0.010
1429,101.2,0.010
1430,100.6,0.010
1431,-10.39999999999998,0.010
1432,99.7,0.010
1433,100.6,0.010
1434,104.2,0.010
1435,101.2,0.010
1436,101.8,0.010
1437,101.2,0.010
1438,102.7,0.010
1439,101.0,0.010
1440,101.2,0.010
1441,102.1,0.010
1442,102.1,0.010
1443,101.8,0.010
1444,101.2,0.010
1445,101.8,0.010
1446,103.8,0.010
1447,-10.19999999999998,0.010
1448,100.0,0.010
1449,101.2,0.010
1450,101.2,0.010
1451,101.8,0.010
1452,102.4,0.010
1453,103.6,0.010
1454,101.2,0.010
1455,101.2,0.010
1456,72.9,0.010
1457,101.8,0.010
1458,99.2,0.010
1459,-11.199999999999982,0.010
1460,101.2,0.010
1461,101.8,0.010
1462,-11.199999999999985,0.010
1463,101.2,0.010
1464,101.8,0.010
1465,99.7,0.010
1466,101.8,0.010
1467,101.8,0.010
1468,101.8,0.010
1469,-10.799999999999981,0.010
1470,101.2,0.010
1471,101.2,0.010
1472,101.2,0.010
1473,105.5,0.010
1474,101.8,0.010
1475,-10.399999999999983,0.010
1476,99.4,0.010
1477,100.6,0.010
1478,-10.399999999999983,0.010
1479,77.1,0.010
1480,104.3,0.010
1481,102.3,0.010
1482,99.7,0.010
1483,100.8,0.010
1484,99.7,0.010
1485,101.8,0.010
1486,100.6,0.010
1487,102.3,0.010
1488,99.7,0.010
1489,99.7,0.010
1490,101.8,0.010
1491,101.8,0.010
1492,100.6,0.010
1493,-10.19999999999998,0.010
1494,101.8,0.010
1495,99.7,0.010
1496,101.0,0.010
1497,101.2,0.010
1498,98.8,0.010
1499,101.0,0.010
1500,101.2,0.010
1501,-10.599999999999982,0.010
1502,101.0,0.010
1503,71.0,0.010
1504,-10.79999999999998,0.010
1505,101.4,0.010
1506,96.9,0.010
1507,100.6,0.010
1508,101.2,0.010
1509,99.7,0.010
1510,59.89999999999998,0.010
1511,101.8,0.010
1512,-10.599999999999982,0.010
1513,102.8,0.010
1514,101.8,0.010
1515,-10.199999999999982,0.010
1516,-10.199999999999982,0.010
1517,-12.199999999999982,0.010
1518,72.9,0.010
1519,101.8,0.010
1520,-10.199999999999982,0.010
1521,73.5,0.010
1522,102.8,0.010
1523,105.1,0.010
1524,99.4,0.010
1525,101.2,0.010
1526,101.8,0.010
1527,101.8,0.010
1528,73.5,0.010
1529,101.8,0.010
1530,100.2,0.010
1531,101.8,0.010
1532,102.7,0.010
1533,99.7,0.010
1534,75.4,0.010
1535,98.2,0.010
1536,102.1,0.010
1537,100.5,0.010
1538,-10.799999999999985,0.010
1539,100.1,0.010
1540,101.2,0.010
1541,101.2,0.010
1542,101.8,0.010
1543,-8.299999999999988,0.010
1544,101.4,0.010
1545,101.2,0.010
1546,101.2,0.010
1547,99.7,0.010
1548,100.6,0.010
1549,100.6,0.010
1550,101.8,0.010
1551,96.4,0.010
1552,99.4,0.010
1553,99.7,0.010
1554,102.1,0.010
1555,103.6,0.010
1556,101.8,0.010
1557,73.3,0.010
1558,75.4,0.010
1559,102.7,0.010
1560,99.7,0.010
1561,101.2,0.010
1562,101.8,0.010
1563,101.8,0.010
1564,40.99999999999994,0.010
1565,101.2,0.010
1566,102.1,0.010
1567,101.2,0.010
1568,102.1,0.010
1569,104.2,0.010
1570,101.2,0.010
1571,100.1,0.010
1572,104.2,0.010
1573,101.8,0.010
1574,102.1,0.010
1575,102.3,0.010
1576,104.2,0.010
1577,102.7,0.010
1578,101.8,0.010
1579,101.8,0.010
1580,101.8,0.010
1581,191.60000000000002,0.010
1582,101.2,0.010
1583,-9.99999999999998,0.010
1584,101.2,0.010
1585,-9.99999999999998,0.010
1586,101.2,0.010
1587,100.1,0.010
1588,99.7,0.010
1589,-10.39999999999998,0.010
1590,100.0,0.010
1591,101.8,0.010
1592,-10.399999999999979,0.010
1593,99.7,0.010
1594,99.7,0.010
1595,99.7,0.010
1596,103.6,0.010
1597,101.2,0.010
1598,101.8,0.010
1599,101.8,0.010
1600,101.2,0.010
1601,101.2,0.010
1602,102.7,0.010
1603,101.8,0.010
1604,102.7,0.010
1605,-10.39999999999998,0.010
1606,101.8,0.010
1607,101.2,0.010
1608,101.8,0.010
1609,105.1,0.010
1610,105.3,0.010
1611,-10.79999999999998,0.010
1612,101.8,0.010
1613,-8.899999999999983,0.010
1614,71.0,0.010
1615,101.2,0.010
1616,101.8,0.010
1617,104.2,0.010
1618,163.90000000000003,0.010
1619,-10.39999999999998,0.010
1620,-10.59999999999998,0.010
1621,-10.999999999999979,0.010
1622,104.5,0.010
1623,71.0,0.010
1624,101.8,0.010
1625,99.7,0.010
1626,102.7,0.010
1627,100.6,0.010
1628,-10.19999999999998,0.010
1629,101.2,0.010
1630,99.7,0.010
1631,101.2,0.010
1632,-10.599999999999982,0.010
1633,104.2,0.010
1634,99.6,0.010
1635,101.8,0.010
1636,101.8,0.010
1637,101.2,0.010
1638,101.2,0.010
1639,104.2,0.010
1640,-13.999999999999984,0.010
1641,101.2,0.010
1642,100.6,0.010
1643,102.7,0.010
1644,99.9,0.010
1645,104.2,0.010
1646,-10.39999999999998,0.010
1647,101.8,0.010
1648,-10.799999999999981,0.010
1649,101.8,0.010
1650,-10.39999999999998,0.010
1651,-10.799999999999981,0.010
1652,101.2,0.010
1653,99.7,0.010
1654,11.699999999999969,0.010
1655,-10.99999999999998,0.010
1656,101.2,0.010
1657,104.1,0.010
1658,75.0,0.010
1659,101.2,0.010
1660,101.0,0.010
1661,101.2,0.010
1662,101.2,0.010
1663,75.4,0.010
1664,101.4,0.010
1665,101.2,0.010
1666,101.2,0.010
1667,0.4000000000000159,0.010
1668,102.7,0.010
1669,101.4,0.010
1670,73.20000000000005,0.010
1671,101.2,0.010
1672,101.2,0.010
1673,99.8,0.010
1674,99.7,0.010
1675,101.8,0.010
1676,105.1,0.010
1677,-10.599999999999982,0.010
1678,101.2,0.010
1679,102.7,0.010
1680,101.2,0.010
1681,101.2,0.010
1682,101.8,0.010
1683,101.8,0.010
1684,101.2,0.010
1685,102.7,0.010
1686,101.8,0.010
1687,101.2,0.010
1688,101.2,0.010
1689,101.2,0.010
1690,101.8,0.010
1691,-10.599999999999982,0.010
1692,101.4,0.010
1693,101.5,0.010
1694,104.2,0.010
1695,-10.599999999999982,0.010
1696,115.7,0.010
1697,101.8,0.010
1698,-9.99999999999998,0.010
1699,101.2,0.010
1700,-10.39999999999998,0.010
1701,99.7,0.010
1702,-10.79999999999998,0.010
1703,-10.39999999999998,0.010
1704,101.8,0.010
1705,101.2,0.010
1706,101.2,0.010
1707,-10.599999999999982,0.010
1708,101.8,0.010
1709,75.4,0.010
1710,100.0,0.010
1711,100.8,0.010
1712,-10.39999999999998,0.010
1713,129.00000000000003,0.010
1714,103.8,0.010
1715,101.2,0.010
1716,100.6,0.010
1717,101.8,0.010
1718,103.3,0.010
1719,92.60000000000001,0.010
1720,101.8,0.010
1721,105.3,0.010
1722,105.1,0.010
1723,101.2,0.010
1724,52.69999999999997,0.010
1725,101.8,0.010
1726,99.7,0.010
1727,101.2,0.010
1728,104.2,0.010
1729,103.8,0.010
1730,101.4,0.010
1731,-10.599999999999982,0.010
1732,101.8,0.010
1733,101.2,0.010
1734,101.8,0.010
1735,104.7,0.010
1736,101.8,0.010
1737,71.0,0.010
1738,101.2,0.010
1739,101.0,0.010
1740,103.8,0.010
1741,72.9,0.010
1742,94.4,0.010
1743,-10.39999999999998,0.010
1744,70.8,0.010
1745,-10.199999999999982,0.010
1746,-10.19999999999998,0.010
1747,101.8,0.010
1748,-10.59999999999998,0.010
1749,99.6,0.010
1750,102.1,0.010
1751,100.0,0.010
1752,101.8,0.010
1753,-11.799999999999986,0.010
1754,99.4,0.010
1755,100.6,0.010
1756,-10.199999999999982,0.010
1757,-10.99999999999998,0.010
1758,1.1000000000000139,0.010
1759,167.0,0.010
1760,103.6,0.010
1761,-10.59999999999998,0.010
1762,104.8,0.010
1763,101.2,0.010
1764,-10.19999999999998,0.010
1765,99.4,0.010
1766,101.2,0.010
1767,102.7,0.010
1768,100.9,0.010
1769,69.7,0.010
1770,101.8,0.010
1771,101.2,0.010
1772,99.4,0.010
1773,-10.599999999999982,0.010
1774,101.4,0.010
1775,101.8,0.010
1776,101.8,0.010
1777,100.9,0.010
1778,100.0,0.010
1779,101.2,0.010
1780,103.8,0.010
1781,101.8,0.010
1782,102.7,0.010
1783,99.7,0.010
1784,99.7,0.010
1785,101.2,0.010
1786,104.1,0.010
1787,104.1,0.010
1788,-12.999999999999982,0.010
1789,101.2,0.010
1790,101.2,0.010
1791,99.7,0.010
1792,163.00000000000003,0.010
1793,70.80000000000001,0.010
1794,58.599999999999994,0.010
1795,100.6,0.010
1796,101.2,0.010
1797,72.9,0.010
1798,101.2,0.010
1799,103.6,0.010
1800,101.8,0.010
1801,103.0,0.010
1802,101.2,0.010
1803,101.8,0.010
1804,103.3,0.010
1805,103.6,0.010
1806,105.6,0.010
1807,59.69999999999999,0.010
1808,99.7,0.010
1809,100.8,0.010
1810,100.6,0.010
1811,101.0,0.010
1812,71.4,0.010
1813,99.4,0.010
1814,100.6,0.010
1815,-10.799999999999981,0.010
1816,101.2,0.010
1817,101.8,0.010
1818,101.8,0.010
1819,101.2,0.010
1820,68.9,0.010
1821,73.3,0.010
1822,-10.199999999999982,0.010
1823,101.8,0.010
1824,99.7,0.010
1825,173.1,0.010
1826,100.2,0.010
1827,-10.999999999999982,0.010
1828,102.1,0.010
1829,101.2,0.010
1830,103.9,0.010
1831,99.7,0.010
1832,104.2,0.010
1833,101.8,0.010
1834,-10.39999999999998,0.010
1835,-10.599999999999982,0.010
1836,104.2,0.010
1837,101.0,0.010
1838,99.7,0.010
1839,175.0,0.010
1840,-10.599999999999982,0.010
1841,168.99999999999997,0.010
1842,101.8,0.010
1843,100.6,0.010
1844,104.2,0.010
1845,100.6,0.010
1846,101.8,0.010
1847,101.2,0.010
1848,102.3,0.010
1849,101.2,0.010
1850,101.8,0.010
1851,101.2,0.010
1852,99.7,0.010
1853,102.7,0.010
1854,102.1,0.010
1855,105.0,0.010
1856,99.7,0.010
1857,101.2,0.010
1858,100.0,0.010
1859,168.8,0.010
1860,-10.599999999999982,0.010
1861,100.0,0.010
1862,100.6,0.010
1863,100.8,0.010
1864,101.8,0.010
1865,103.0,0.010
1866,101.2,0.010
1867,101.5,0.010
1868,101.2,0.010
1869,99.7,0.010
1870,101.2,0.010
1871,101.2,0.010
1872,-10.19999999999998,0.010
1873,101.2,0.010
1874,94.60000000000001,0.010
1875,102.1,0.010
1876,101.7,0.010
1877,99.4,0.010
1878,101.4,0.010
1879,0.3000000000000157,0.010
1880,101.2,0.010
1881,101.5,0.010
1882,105.7,0.010
1883,100.6,0.010
1884,100.8,0.010
1885,100.8,0.010
1886,101.2,0.010
1887,-10.99999999999998,0.010
1888,-7.5999999999999925,0.010
1889,171.0,0.010
1890,-11.199999999999987,0.010
1891,101.8,0.010
1892,100.0,0.010
1893,71.0,0.010
1894,99.7,0.010
1895,-11.799999999999981,0.010
1896,97.7,0.010
1897,101.2,0.010
1898,104.3,0.010
1899,6.4000000000000306,0.010
1900,101.2,0.010
1901,101.8,0.010
1902,102.9,0.010
1903,101.0,0.010
1904,101.2,0.010
1905,-10.59999999999998,0.010
1906,175.0,0.010
1907,101.2,0.010
1908,-10.399999999999983,0.010
1909,101.2,0.010
1910,104.2,0.010
1911,101.8,0.010
1912,-17.600000000000016,0.010
1913,101.8,0.010
1914,72.9,0.010
1915,-9.99999999999998,0.010
1916,99.7,0.010
1917,101.2,0.010
1918,-10.99999999999998,0.010
1919,-10.19999999999998,0.010
1920,104.1,0.010
1921,100.6,0.010
1922,101.8,0.010
1923,73.3,0.010
1924,99.7,0.010
1925,102.7,0.010
1926,102.7,0.010
1927,103.6,0.010
1928,101.2,0.010
1929,101.8,0.010
1930,101.2,0.010
1931,99.4,0.010
1932,101.2,0.010
1933,100.6,0.010
1934,101.2,0.010
1935,101.5,0.010
1936,102.1,0.010
1937,103.6,0.010
1938,-10.39999999999998,0.010
1939,101.5,0.010
1940,101.8,0.010
1941,-10.799999999999983,0.010
1942,101.8,0.010
1943,100.0,0.010
1944,101.4,0.010
1945,101.8,0.010
1946,101.8,0.010
1947,175.3,0.010
1948,-10.59999999999998,0.010
1949,103.6,0.010
1950,99.7,0.010
1951,101.2,0.010
1952,-11.199999999999982,0.010
1953,-10.599999999999978,0.010
1954,101.2,0.010
1955,-10.99999999999998,0.010
1956,102.1,0.010
1957,101.8,0.010
1958,-10.39999999999998,0.010
1959,101.2,0.010
1960,101.8,0.010
1961,73.3,0.010
1962,101.8,0.010
1963,99.7,0.010
1964,-11.799999999999983,0.010
1965,100.8,0.010
1966,101.8,0.010
1967,101.5,0.010
1968,101.2,0.010
1969,103.6,0.010
1970,101.8,0.010
1971,101.2,0.010
1972,101.4,0.010
1973,99.7,0.010
1974,104.1,0.010
1975,102.8,0.010
1976,101.8,0.010
1977,101.2,0.010
1978,-11.199999999999978,0.010
1979,12.500000000000012,0.010
1980,101.8,0.010
1981,100.0,0.010
1982,101.8,0.010
1983,164.79999999999998,0.010
1984,101.8,0.010
1985,101.8,0.010
1986,101.2,0.010
1987,101.2,0.010
1988,101.2,0.010
1989,103.0,0.010
1990,101.2,0.010
1991,-10.59999999999998,0.010
1992,84.6,0.010
1993,100.2,0.010
1994,99.9,0.010
1995,101.2,0.010
1996,102.1,0.010
1997,102.1,0.010
1998,101.2,0.010
1999,100.8,0.010
2000,175.0,0.010
2001,105.4,0.010
2002,101.5,0.010
2003,102.5,0.010
2004,104.5,0.010
2005,101.2,0.010
2006,-10.599999999999982,0.010
2007,101.5,0.010
2008,101.8,0.010
2009,99.7,0.010
2010,-10.599999999999982,0.010
2011,72.9,0.010
2012,101.2,0.010
2013,101.8,0.010
2014,-10.199999999999982,0.010
2015,101.8,0.010
2016,102.7,0.010
2017,100.0,0.010
2018,101.2,0.010
2019,99.7,0.010
2020,101.8,0.010
2021,-9.099999999999985,0.010
2022,100.8,0.010
2023,102.3,0.010
2024,101.8,0.010
2025,104.1,0.010
2026,101.4,0.010
2027,101.2,0.010
2028,101.2,0.010
2029,101.4,0.010
2030,-10.399999999999983,0.010
2031,-11.199999999999982,0.010
2032,101.8,0.010
2033,101.8,0.010
2034,101.2,0.010
2035,26.099999999999902,0.010
2036,101.8,0.010
2037,105.7,0.010
2038,101.8,0.010
2039,99.7,0.010
2040,100.6,0.010
2041,101.8,0.010
2042,101.2,0.010
2043,-11.399999999999983,0.010
2044,100.6,0.010
2045,103.6,0.010
2046,73.10000000000001,0.010
2047,101.2,0.010
2048,90.90000000000002,0.010
2049,101.2,0.010
2050,-12.799999999999992,0.010
2051,104.1,0.010
2052,101.8,0.010
2053,-10.799999999999983,0.010
2054,102.6,0.010
2055,102.4,0.010
2056,-10.39999999999998,0.010
2057,101.8,0.010
2058,101.2,0.010
2059,103.4,0.010
2060,20.39999999999991,0.010
2061,106.4,0.010
2062,-10.199999999999982,0.010
2063,101.8,0.010
2064,101.2,0.010
2065,100.0,0.010
2066,105.7,0.010
2067,100.6,0.010
2068,101.2,0.010
2069,104.2,0.010
2070,99.7,0.010
2071,103.0,0.010
2072,75.0,0.010
2073,101.8,0.010
2074,71.4,0.010
2075,100.8,0.010
2076,101.8,0.010
2077,101.4,0.010
2078,101.2,0.010
2079,104.0,0.010
2080,101.8,0.010
2081,101.2,0.010
2082,100.6,0.010
2083,100.3,0.010
2084,101.2,0.010
2085,101.2,0.010
2086,101.8,0.010
2087,-11.599999999999977,0.010
2088,101.8,0.010
2089,101.2,0.010
2090,101.2,0.010
2091,75.0,0.010
2092,-11.799999999999983,0.010
2093,101.2,0.010
2094,101.2,0.010
2095,101.8,0.010
2096,101.2,0.010
2097,101.9,0.010
2098,100.6,0.010
2099,100.3,0.010
2100,102.7,0.010
2101,101.2,0.010
2102,168.99999999999997,0.010
2103,104.2,0.010
2104,101.2,0.010
2105,175.1,0.010
2106,170.99999999999997,0.010
2107,101.2,0.010
2108,101.8,0.010
2109,101.8,0.010
2110,102.4,0.010
2111,100.0,0.010
2112,-12.799999999999992,0.010
2113,102.1,0.010
2114,65.7,0.010
2115,103.0,0.010
2116,101.2,0.010
2117,101.8,0.010
2118,173.0,0.010
2119,99.7,0.010
2120,101.2,0.010
2121,100.0,0.010
2122,101.2,0.010
2123,102.1,0.010
2124,102.1,0.010
2125,100.8,0.010
2126,101.8,0.010
2127,103.2,0.010
2128,100.6,0.010
2129,100.6,0.010
2130,101.8,0.010
2131,101.0,0.010
2132,100.6,0.010
2133,101.8,0.010
2134,100.6,0.010
2135,100.6,0.010
2136,101.2,0.010
2137,101.8,0.010
2138,101.2,0.010
2139,-10.799999999999981,0.010
2140,-9.99999999999998,0.010
2141,-11.199999999999982,0.010
2142,100.9,0.010
2143,101.8,0.010
2144,101.8,0.010
2145,101.4,0.010
2146,71.0,0.010
2147,103.8,0.010
2148,101.8,0.010
2149,104.0,0.010
2150,101.8,0.010
2151,103.8,0.010
2152,101.8,0.010
2153,101.2,0.010
2154,104.3,0.010
2155,101.8,0.010
2156,-10.19999999999998,0.010
2157,103.0,0.010
2158,101.2,0.010
2159,101.2,0.010
2160,102.1,0.010
2161,99.7,0.010
2162,101.2,0.010
2163,105.7,0.010
2164,100.8,0.010
2165,99.7,0.010
2166,101.2,0.010
2167,102.1,0.010
2168,102.3,0.010
2169,99.7,0.010
2170,101.8,0.010
2171,101.5,0.010
2172,101.8,0.010
2173,102.1,0.010
2174,101.8,0.010
2175,99.7,0.010
2176,101.2,0.010
2177,-10.999999999999982,0.010
2178,104.7,0.010
2179,101.2,0.010
2180,104.2,0.010
2181,101.8,0.010
2182,-10.19999999999998,0.010
2183,-10.199999999999982,0.010
2184,105.7,0.010
2185,-12.799999999999992,0.010
2186,103.2,0.010
2187,101.8,0.010
2188,102.2,0.010
2189,104.2,0.010
2190,72.9,0.010
2191,-10.199999999999982,0.010
2192,102.1,0.010
2193,104.2,0.010
2194,101.2,0.010
2195,103.3,0.010
2196,99.7,0.010
2197,-10.399999999999979,0.010
2198,68.9,0.010
2199,100.9,0.010
2200,-10.799999999999981,0.010
2201,-10.39999999999998,0.010
2202,166.9,0.010
2203,29.599999999999945,0.010
2204,101.8,0.010
2205,-11.199999999999983,0.010
2206,99.1,0.010
2207,-9.99999999999998,0.010
2208,99.7,0.010
2209,102.9,0.010
2210,-10.39999999999998,0.010
2211,99.8,0.010
2212,104.1,0.010
2213,-10.19999999999998,0.010
2214,100.8,0.010
2215,101.8,0.010
2216,101.2,0.010
2217,-10.599999999999982,0.010
2218,101.2,0.010
2219,101.2,0.010
2220,99.7,0.010
2221,101.8,0.010
2222,101.2,0.010
2223,99.7,0.010
2224,101.8,0.010
2225,102.7,0.010
2226,37.89999999999996,0.010
2227,101.8,0.010
2228,57.99999999999997,0.010
2229,101.2,0.010
2230,104.0,0.010
2231,101.2,0.010
2232,101.8,0.010
2233,101.2,0.010
2234,102.7,0.010
2235,101.0,0.010
2236,105.7,0.010
2237,101.2,0.010
2238,100.8,0.010
2239,73.3,0.010
2240,101.7,0.010
2241,100.6,0.010
2242,100.0,0.010
2243,101.2,0.010
2244,104.9,0.010
2245,106.2,0.010
2246,101.8,0.010
2247,101.2,0.010
2248,101.8,0.010
2249,-10.799999999999981,0.010
2250,101.2,0.010
2251,100.2,0.010
2252,-12.799999999999981,0.010
2253,75.0,0.010
2254,101.8,0.010
2255,105.0,0.010
2256,101.2,0.010
2257,100.2,0.010
2258,102.7,0.010
2259,101.8,0.010
2260,-11.399999999999983,0.010
2261,-10.39999999999998,0.010
2262,99.7,0.010
2263,-10.39999999999998,0.010
2264,101.2,0.010
2265,50.19999999999998,0.010
2266,101.8,0.010
2267,101.8,0.010
2268,99.7,0.010
2269,-10.39999999999998,0.010
2270,101.2,0.010
2271,100.2,0.010
2272,101.8,0.010
2273,103.1,0.010
2274,99.7,0.010
2275,106.9,0.010
2276,101.2,0.010
2277,101.2,0.010
2278,100.6,0.010
2279,104.0,0.010
2280,99.1,0.010
2281,71.0,0.010
2282,101.2,0.010
2283,101.4,0.010
2284,-10.19999999999998,0.010
2285,105.4,0.010
2286,102.1,0.010
2287,102.7,0.010
2288,-10.39999999999998,0.010
2289,101.8,0.010
2290,103.5,0.010
2291,99.7,0.010
2292,101.8,0.010
2293,101.2,0.010
2294,101.3,0.010
2295,101.8,0.010
2296,101.5,0.010
2297,32.299999999999926,0.010
2298,99.7,0.010
2299,101.2,0.010
2300,101.2,0.010
2301,101.8,0.010
2302,100.6,0.010
2303,98.6,0.010
2304,-10.59999999999998,0.010
2305,95.30000000000001,0.010
2306,100.6,0.010
2307,102.1,0.010
2308,101.8,0.010
2309,105.5,0.010
2310,102.7,0.010
2311,102.7,0.010
2312,100.3,0.010
2313,101.4,0.010
2314,100.6,0.010
2315,101.2,0.010
2316,101.8,0.010
2317,102.1,0.010
2318,100.0,0.010
2319,99.7,0.010
2320,101.0,0.010
2321,101.4,0.010
2322,101.8,0.010
2323,99.7,0.010
2324,101.2,0.010
2325,-10.599999999999982,0.010
2326,100.8,0.010
2327,79.89999999999998,0.010
2328,101.4,0.010
2329,103.2,0.010
2330,104.2,0.010
2331,101.8,0.010
2332,101.2,0.010
2333,104.2,0.010
2334,157.3,0.010
2335,-11.599999999999984,0.010
2336,99.7,0.010
2337,101.2,0.010
2338,101.8,0.010
2339,104.2,0.010
2340,167.3,0.010
2341,101.8,0.010
2342,150.4,0.010
2343,101.8,0.010
2344,101.2,0.010
2345,101.8,0.010
2346,-12.199999999999982,0.010
2347,-10.199999999999982,0.010
2348,73.10000000000001,0.010
2349,102.7,0.010
2350,99.6,0.010
2351,101.2,0.010
2352,101.2,0.010
2353,101.2,0.010
2354,-10.59999999999998,0.010
2355,99.7,0.010
2356,104.2,0.010
2357,60.4,0.010
2358,101.8,0.010
2359,99.7,0.010
2360,-10.199999999999982,0.010
2361,99.7,0.010
2362,103.6,0.010
2363,101.2,0.010
2364,101.2,0.010
2365,101.2,0.010
